Logger firmware: Prestolog 0.1 detected.
2048 45711 #GYRO TIME RAWRATE
2049 46359 #GYRO TIME RAWRATE
2050 46207 #GYRO TIME RAWRATE
2051 45814 #GYRO TIME RAWRATE
2052 46046 #GYRO TIME RAWRATE
2053 46578 #GYRO TIME RAWRATE
2054 46200 #GYRO TIME RAWRATE
2055 46846 #GYRO TIME RAWRATE
2056 46240 #GYRO TIME RAWRATE
2057 45575 #GYRO TIME RAWRATE
2058 46041 #GYRO TIME RAWRATE
2059 44855 #GYRO TIME RAWRATE
2060 46158 #GYRO TIME RAWRATE
2061 45553 #GYRO TIME RAWRATE
2062 45993 #GYRO TIME RAWRATE
2063 47380 #GYRO TIME RAWRATE
2064 45361 #GYRO TIME RAWRATE
2065 46109 #GYRO TIME RAWRATE
2066 45320 #GYRO TIME RAWRATE
2067 45458 #GYRO TIME RAWRATE
2068 46306 #GYRO TIME RAWRATE
2069 46707 #GYRO TIME RAWRATE
2070 45927 #GYRO TIME RAWRATE
2071 46462 #GYRO TIME RAWRATE
2072 45885 #GYRO TIME RAWRATE
2073 45304 #GYRO TIME RAWRATE
2074 45257 #GYRO TIME RAWRATE
2075 46888 #GYRO TIME RAWRATE
2076 46692 #GYRO TIME RAWRATE
2077 45709 #GYRO TIME RAWRATE
2078 46832 #GYRO TIME RAWRATE
2079 46391 #GYRO TIME RAWRATE
2080 46487 #GYRO TIME RAWRATE
2081 45965 #GYRO TIME RAWRATE
2082 46608 #GYRO TIME RAWRATE
2083 45847 #GYRO TIME RAWRATE
2084 44909 #GYRO TIME RAWRATE
2085 45937 #GYRO TIME RAWRATE
2086 45186 #GYRO TIME RAWRATE
2087 46562 #GYRO TIME RAWRATE
2088 46708 #GYRO TIME RAWRATE
2089 45056 #GYRO TIME RAWRATE
2090 45638 #GYRO TIME RAWRATE
2091 45845 #GYRO TIME RAWRATE
2092 46517 #GYRO TIME RAWRATE
2093 45420 #GYRO TIME RAWRATE
2094 46142 #GYRO TIME RAWRATE
2095 45831 #GYRO TIME RAWRATE
2096 45885 #GYRO TIME RAWRATE
2097 46730 #GYRO TIME RAWRATE
2098 45470 #GYRO TIME RAWRATE
2099 45944 #GYRO TIME RAWRATE
2100 47187 #GYRO TIME RAWRATE
2101 46397 #GYRO TIME RAWRATE
2102 45762 #GYRO TIME RAWRATE
2103 45429 #GYRO TIME RAWRATE
2104 45921 #GYRO TIME RAWRATE
2105 46717 #GYRO TIME RAWRATE
2106 46198 #GYRO TIME RAWRATE
2107 46259 #GYRO TIME RAWRATE
2108 46272 #GYRO TIME RAWRATE
2109 45544 #GYRO TIME RAWRATE
2110 45929 #GYRO TIME RAWRATE
2111 46527 #GYRO TIME RAWRATE
2112 46571 #GYRO TIME RAWRATE
2113 46315 #GYRO TIME RAWRATE
2114 46455 #GYRO TIME RAWRATE
2115 46432 #GYRO TIME RAWRATE
2116 46157 #GYRO TIME RAWRATE
2117 47030 #GYRO TIME RAWRATE
2118 46873 #GYRO TIME RAWRATE
2119 46522 #GYRO TIME RAWRATE
2120 46372 #GYRO TIME RAWRATE
2121 46624 #GYRO TIME RAWRATE
2122 46230 #GYRO TIME RAWRATE
2123 46152 #GYRO TIME RAWRATE
2124 45575 #GYRO TIME RAWRATE
2125 45083 #GYRO TIME RAWRATE
2126 45299 #GYRO TIME RAWRATE
2127 44819 #GYRO TIME RAWRATE
2128 45649 #GYRO TIME RAWRATE
2129 46531 #GYRO TIME RAWRATE
2130 46206 #GYRO TIME RAWRATE
2131 45324 #GYRO TIME RAWRATE
2132 46004 #GYRO TIME RAWRATE
2133 46167 #GYRO TIME RAWRATE
2134 45772 #GYRO TIME RAWRATE
2135 45293 #GYRO TIME RAWRATE
2136 46169 #GYRO TIME RAWRATE
2137 45544 #GYRO TIME RAWRATE
2138 46131 #GYRO TIME RAWRATE
2139 47105 #GYRO TIME RAWRATE
2140 45629 #GYRO TIME RAWRATE
2141 47066 #GYRO TIME RAWRATE
2142 44974 #GYRO TIME RAWRATE
2143 45881 #GYRO TIME RAWRATE
2144 45153 #GYRO TIME RAWRATE
2145 46683 #GYRO TIME RAWRATE
2146 46544 #GYRO TIME RAWRATE
2147 46358 #GYRO TIME RAWRATE
2148 45779 #GYRO TIME RAWRATE
2149 45802 #GYRO TIME RAWRATE
2150 45621 #GYRO TIME RAWRATE
2151 45440 #GYRO TIME RAWRATE
2152 45908 #GYRO TIME RAWRATE
2153 45706 #GYRO TIME RAWRATE
2154 46343 #GYRO TIME RAWRATE
2155 46717 #GYRO TIME RAWRATE
2156 45701 #GYRO TIME RAWRATE
2157 46910 #GYRO TIME RAWRATE
2158 45460 #GYRO TIME RAWRATE
2159 45668 #GYRO TIME RAWRATE
2160 46253 #GYRO TIME RAWRATE
2161 45166 #GYRO TIME RAWRATE
2162 46112 #GYRO TIME RAWRATE
2163 45862 #GYRO TIME RAWRATE
2164 45948 #GYRO TIME RAWRATE
2165 45913 #GYRO TIME RAWRATE
2166 45709 #GYRO TIME RAWRATE
2167 46093 #GYRO TIME RAWRATE
2168 45403 #GYRO TIME RAWRATE
2169 46354 #GYRO TIME RAWRATE
2170 46324 #GYRO TIME RAWRATE
2171 45379 #GYRO TIME RAWRATE
2172 46327 #GYRO TIME RAWRATE
2173 45954 #GYRO TIME RAWRATE
2174 46833 #GYRO TIME RAWRATE
2175 45653 #GYRO TIME RAWRATE
2176 45413 #GYRO TIME RAWRATE
2177 46237 #GYRO TIME RAWRATE
2178 45763 #GYRO TIME RAWRATE
2179 45658 #GYRO TIME RAWRATE
2180 46140 #GYRO TIME RAWRATE
2181 46486 #GYRO TIME RAWRATE
2182 45647 #GYRO TIME RAWRATE
2183 45444 #GYRO TIME RAWRATE
2184 45582 #GYRO TIME RAWRATE
2185 45608 #GYRO TIME RAWRATE
2186 46127 #GYRO TIME RAWRATE
2187 45899 #GYRO TIME RAWRATE
2188 46146 #GYRO TIME RAWRATE
2189 45881 #GYRO TIME RAWRATE
2190 46627 #GYRO TIME RAWRATE
2191 46049 #GYRO TIME RAWRATE
2192 46475 #GYRO TIME RAWRATE
2193 45977 #GYRO TIME RAWRATE
2194 45725 #GYRO TIME RAWRATE
2195 45116 #GYRO TIME RAWRATE
2196 45552 #GYRO TIME RAWRATE
2197 46050 #GYRO TIME RAWRATE
2198 46444 #GYRO TIME RAWRATE
2199 46428 #GYRO TIME RAWRATE
2200 45282 #GYRO TIME RAWRATE
2201 46100 #GYRO TIME RAWRATE
2202 45664 #GYRO TIME RAWRATE
2203 45907 #GYRO TIME RAWRATE
2204 46142 #GYRO TIME RAWRATE
2205 47754 #GYRO TIME RAWRATE
2206 46423 #GYRO TIME RAWRATE
2207 45552 #GYRO TIME RAWRATE
2208 45128 #GYRO TIME RAWRATE
2209 45993 #GYRO TIME RAWRATE
2210 45295 #GYRO TIME RAWRATE
2211 46888 #GYRO TIME RAWRATE
2212 45526 #GYRO TIME RAWRATE
2213 46595 #GYRO TIME RAWRATE
2214 46185 #GYRO TIME RAWRATE
2215 45588 #GYRO TIME RAWRATE
2216 45872 #GYRO TIME RAWRATE
2217 46066 #GYRO TIME RAWRATE
2218 45897 #GYRO TIME RAWRATE
2219 44886 #GYRO TIME RAWRATE
2220 45997 #GYRO TIME RAWRATE
2221 46997 #GYRO TIME RAWRATE
2222 45728 #GYRO TIME RAWRATE
2223 46481 #GYRO TIME RAWRATE
2224 45227 #GYRO TIME RAWRATE
2225 45504 #GYRO TIME RAWRATE
2226 47194 #GYRO TIME RAWRATE
2227 45951 #GYRO TIME RAWRATE
2228 45628 #GYRO TIME RAWRATE
2229 45729 #GYRO TIME RAWRATE
2230 45752 #GYRO TIME RAWRATE
2231 45495 #GYRO TIME RAWRATE
2232 46500 #GYRO TIME RAWRATE
2233 45332 #GYRO TIME RAWRATE
2234 45696 #GYRO TIME RAWRATE
2235 46118 #GYRO TIME RAWRATE
2236 46571 #GYRO TIME RAWRATE
2237 46855 #GYRO TIME RAWRATE
2238 45419 #GYRO TIME RAWRATE
2239 44936 #GYRO TIME RAWRATE
2240 45252 #GYRO TIME RAWRATE
2241 46523 #GYRO TIME RAWRATE
2242 45822 #GYRO TIME RAWRATE
2243 45927 #GYRO TIME RAWRATE
2244 47023 #GYRO TIME RAWRATE
2245 45280 #GYRO TIME RAWRATE
2246 46344 #GYRO TIME RAWRATE
2247 45883 #GYRO TIME RAWRATE
2248 46751 #GYRO TIME RAWRATE
2249 46105 #GYRO TIME RAWRATE
2250 46098 #GYRO TIME RAWRATE
2251 46346 #GYRO TIME RAWRATE
2252 46485 #GYRO TIME RAWRATE
2253 46134 #GYRO TIME RAWRATE
2254 46031 #GYRO TIME RAWRATE
2255 45643 #GYRO TIME RAWRATE
2256 44983 #GYRO TIME RAWRATE
2257 46043 #GYRO TIME RAWRATE
2258 46007 #GYRO TIME RAWRATE
2259 46809 #GYRO TIME RAWRATE
2260 45822 #GYRO TIME RAWRATE
2261 46739 #GYRO TIME RAWRATE
2262 45990 #GYRO TIME RAWRATE
2263 45396 #GYRO TIME RAWRATE
2264 45676 #GYRO TIME RAWRATE
2265 45494 #GYRO TIME RAWRATE
2266 46064 #GYRO TIME RAWRATE
2267 45168 #GYRO TIME RAWRATE
2268 46515 #GYRO TIME RAWRATE
2269 46217 #GYRO TIME RAWRATE
2270 46180 #GYRO TIME RAWRATE
2271 44616 #GYRO TIME RAWRATE
2272 45966 #GYRO TIME RAWRATE
2273 44597 #GYRO TIME RAWRATE
2274 46448 #GYRO TIME RAWRATE
2275 46922 #GYRO TIME RAWRATE
2276 46139 #GYRO TIME RAWRATE
2277 46421 #GYRO TIME RAWRATE
2278 46150 #GYRO TIME RAWRATE
2279 46388 #GYRO TIME RAWRATE
2280 45198 #GYRO TIME RAWRATE
2281 46488 #GYRO TIME RAWRATE
2282 45830 #GYRO TIME RAWRATE
2283 46503 #GYRO TIME RAWRATE
2284 45473 #GYRO TIME RAWRATE
2285 45746 #GYRO TIME RAWRATE
2286 46143 #GYRO TIME RAWRATE
2287 46323 #GYRO TIME RAWRATE
2288 45968 #GYRO TIME RAWRATE
2289 44826 #GYRO TIME RAWRATE
2290 45037 #GYRO TIME RAWRATE
2291 47176 #GYRO TIME RAWRATE
2292 45503 #GYRO TIME RAWRATE
2293 45734 #GYRO TIME RAWRATE
2294 45712 #GYRO TIME RAWRATE
2295 47173 #GYRO TIME RAWRATE
2296 45480 #GYRO TIME RAWRATE
2297 46238 #GYRO TIME RAWRATE
2298 45860 #GYRO TIME RAWRATE
2299 45679 #GYRO TIME RAWRATE
2300 46383 #GYRO TIME RAWRATE
2301 45163 #GYRO TIME RAWRATE
2302 46901 #GYRO TIME RAWRATE
2303 46230 #GYRO TIME RAWRATE
2304 46376 #GYRO TIME RAWRATE
2305 45369 #GYRO TIME RAWRATE
2306 46071 #GYRO TIME RAWRATE
2307 46331 #GYRO TIME RAWRATE
2308 46138 #GYRO TIME RAWRATE
2309 46575 #GYRO TIME RAWRATE
2310 45873 #GYRO TIME RAWRATE
2311 45368 #GYRO TIME RAWRATE
2312 46996 #GYRO TIME RAWRATE
2313 46564 #GYRO TIME RAWRATE
2314 45135 #GYRO TIME RAWRATE
2315 45714 #GYRO TIME RAWRATE
2316 44989 #GYRO TIME RAWRATE
2317 46052 #GYRO TIME RAWRATE
2318 46534 #GYRO TIME RAWRATE
2319 45813 #GYRO TIME RAWRATE
2320 45679 #GYRO TIME RAWRATE
2321 45640 #GYRO TIME RAWRATE
2322 46195 #GYRO TIME RAWRATE
2323 45328 #GYRO TIME RAWRATE
2324 45492 #GYRO TIME RAWRATE
2325 45799 #GYRO TIME RAWRATE
2326 45690 #GYRO TIME RAWRATE
2327 45411 #GYRO TIME RAWRATE
2328 46355 #GYRO TIME RAWRATE
2329 45097 #GYRO TIME RAWRATE
2330 45769 #GYRO TIME RAWRATE
2331 45200 #GYRO TIME RAWRATE
2332 46254 #GYRO TIME RAWRATE
2333 46205 #GYRO TIME RAWRATE
2334 45486 #GYRO TIME RAWRATE
2335 45939 #GYRO TIME RAWRATE
2336 45801 #GYRO TIME RAWRATE
2337 45178 #GYRO TIME RAWRATE
2338 46874 #GYRO TIME RAWRATE
2339 46073 #GYRO TIME RAWRATE
2340 46131 #GYRO TIME RAWRATE
2341 45974 #GYRO TIME RAWRATE
2342 45405 #GYRO TIME RAWRATE
2343 44360 #GYRO TIME RAWRATE
2344 46774 #GYRO TIME RAWRATE
2345 46500 #GYRO TIME RAWRATE
2346 46037 #GYRO TIME RAWRATE
2347 46033 #GYRO TIME RAWRATE
2348 46511 #GYRO TIME RAWRATE
2349 46533 #GYRO TIME RAWRATE
2350 46856 #GYRO TIME RAWRATE
2351 46464 #GYRO TIME RAWRATE
2352 45193 #GYRO TIME RAWRATE
2353 45849 #GYRO TIME RAWRATE
2354 46025 #GYRO TIME RAWRATE
2355 46230 #GYRO TIME RAWRATE
2356 45956 #GYRO TIME RAWRATE
2357 45832 #GYRO TIME RAWRATE
2358 46175 #GYRO TIME RAWRATE
2359 45524 #GYRO TIME RAWRATE
2360 46020 #GYRO TIME RAWRATE
2361 46748 #GYRO TIME RAWRATE
2362 46558 #GYRO TIME RAWRATE
2363 45907 #GYRO TIME RAWRATE
2364 46618 #GYRO TIME RAWRATE
2365 46628 #GYRO TIME RAWRATE
2366 45713 #GYRO TIME RAWRATE
2367 45574 #GYRO TIME RAWRATE
2368 46876 #GYRO TIME RAWRATE
2369 46504 #GYRO TIME RAWRATE
2370 46109 #GYRO TIME RAWRATE
2371 46478 #GYRO TIME RAWRATE
2372 45727 #GYRO TIME RAWRATE
2373 46014 #GYRO TIME RAWRATE
2374 45034 #GYRO TIME RAWRATE
2375 47186 #GYRO TIME RAWRATE
2376 45682 #GYRO TIME RAWRATE
2377 45845 #GYRO TIME RAWRATE
2378 46560 #GYRO TIME RAWRATE
2379 46464 #GYRO TIME RAWRATE
2380 45929 #GYRO TIME RAWRATE
2381 45741 #GYRO TIME RAWRATE
2382 45485 #GYRO TIME RAWRATE
2383 46031 #GYRO TIME RAWRATE
2384 46328 #GYRO TIME RAWRATE
2385 45802 #GYRO TIME RAWRATE
2386 45791 #GYRO TIME RAWRATE
2387 46000 #GYRO TIME RAWRATE
2388 46110 #GYRO TIME RAWRATE
2389 47019 #GYRO TIME RAWRATE
2390 45535 #GYRO TIME RAWRATE
2391 47053 #GYRO TIME RAWRATE
2392 46563 #GYRO TIME RAWRATE
2393 46689 #GYRO TIME RAWRATE
2394 45897 #GYRO TIME RAWRATE
2395 45694 #GYRO TIME RAWRATE
2396 46488 #GYRO TIME RAWRATE
2397 45700 #GYRO TIME RAWRATE
2398 45494 #GYRO TIME RAWRATE
2399 45559 #GYRO TIME RAWRATE
2400 45807 #GYRO TIME RAWRATE
2401 46193 #GYRO TIME RAWRATE
2402 47183 #GYRO TIME RAWRATE
2403 45408 #GYRO TIME RAWRATE
2404 46406 #GYRO TIME RAWRATE
2405 46286 #GYRO TIME RAWRATE
2406 46338 #GYRO TIME RAWRATE
2407 46100 #GYRO TIME RAWRATE
2408 45084 #GYRO TIME RAWRATE
2409 46445 #GYRO TIME RAWRATE
2410 46593 #GYRO TIME RAWRATE
2411 45559 #GYRO TIME RAWRATE
2412 45875 #GYRO TIME RAWRATE
2413 45724 #GYRO TIME RAWRATE
2414 45116 #GYRO TIME RAWRATE
2415 45846 #GYRO TIME RAWRATE
2416 46835 #GYRO TIME RAWRATE
2417 45715 #GYRO TIME RAWRATE
2418 45296 #GYRO TIME RAWRATE
2419 45787 #GYRO TIME RAWRATE
2420 46555 #GYRO TIME RAWRATE
2421 47043 #GYRO TIME RAWRATE
2422 45247 #GYRO TIME RAWRATE
2423 45928 #GYRO TIME RAWRATE
2424 47154 #GYRO TIME RAWRATE
2425 46303 #GYRO TIME RAWRATE
2426 46904 #GYRO TIME RAWRATE
2427 46371 #GYRO TIME RAWRATE
2428 46352 #GYRO TIME RAWRATE
2429 46405 #GYRO TIME RAWRATE
2430 46325 #GYRO TIME RAWRATE
2431 47403 #GYRO TIME RAWRATE
2432 45522 #GYRO TIME RAWRATE
2433 46967 #GYRO TIME RAWRATE
2434 45941 #GYRO TIME RAWRATE
2435 46375 #GYRO TIME RAWRATE
2436 45819 #GYRO TIME RAWRATE
2437 46423 #GYRO TIME RAWRATE
2438 46557 #GYRO TIME RAWRATE
2439 45961 #GYRO TIME RAWRATE
2440 46458 #GYRO TIME RAWRATE
2441 45660 #GYRO TIME RAWRATE
2442 46039 #GYRO TIME RAWRATE
2443 46044 #GYRO TIME RAWRATE
2444 46216 #GYRO TIME RAWRATE
2445 46776 #GYRO TIME RAWRATE
2446 45797 #GYRO TIME RAWRATE
2447 46157 #GYRO TIME RAWRATE
2448 46253 #GYRO TIME RAWRATE
2449 45860 #GYRO TIME RAWRATE
2450 46494 #GYRO TIME RAWRATE
2451 45740 #GYRO TIME RAWRATE
2452 46338 #GYRO TIME RAWRATE
2453 46395 #GYRO TIME RAWRATE
2454 46001 #GYRO TIME RAWRATE
2455 46867 #GYRO TIME RAWRATE
2456 45716 #GYRO TIME RAWRATE
2457 46310 #GYRO TIME RAWRATE
2458 46654 #GYRO TIME RAWRATE
2459 46297 #GYRO TIME RAWRATE
2460 46407 #GYRO TIME RAWRATE
2461 46570 #GYRO TIME RAWRATE
2462 45779 #GYRO TIME RAWRATE
2463 45490 #GYRO TIME RAWRATE
2464 46104 #GYRO TIME RAWRATE
2465 46060 #GYRO TIME RAWRATE
2466 46295 #GYRO TIME RAWRATE
2467 45645 #GYRO TIME RAWRATE
2468 45207 #GYRO TIME RAWRATE
2469 45563 #GYRO TIME RAWRATE
2470 44874 #GYRO TIME RAWRATE
2471 46368 #GYRO TIME RAWRATE
2472 45908 #GYRO TIME RAWRATE
2473 45847 #GYRO TIME RAWRATE
2474 45876 #GYRO TIME RAWRATE
2475 46281 #GYRO TIME RAWRATE
2476 45450 #GYRO TIME RAWRATE
2477 46510 #GYRO TIME RAWRATE
2478 45863 #GYRO TIME RAWRATE
2479 46410 #GYRO TIME RAWRATE
2480 45902 #GYRO TIME RAWRATE
2481 46275 #GYRO TIME RAWRATE
2482 46543 #GYRO TIME RAWRATE
2483 45302 #GYRO TIME RAWRATE
2484 46143 #GYRO TIME RAWRATE
2485 46229 #GYRO TIME RAWRATE
2486 44733 #GYRO TIME RAWRATE
2487 46927 #GYRO TIME RAWRATE
2488 45596 #GYRO TIME RAWRATE
2489 45447 #GYRO TIME RAWRATE
2490 46590 #GYRO TIME RAWRATE
2491 46853 #GYRO TIME RAWRATE
2492 45232 #GYRO TIME RAWRATE
2493 46830 #GYRO TIME RAWRATE
2494 46257 #GYRO TIME RAWRATE
2495 46085 #GYRO TIME RAWRATE
2496 44931 #GYRO TIME RAWRATE
2497 45806 #GYRO TIME RAWRATE
2498 46302 #GYRO TIME RAWRATE
2499 46080 #GYRO TIME RAWRATE
2500 45623 #GYRO TIME RAWRATE
2501 46404 #GYRO TIME RAWRATE
2502 46471 #GYRO TIME RAWRATE
2503 46365 #GYRO TIME RAWRATE
2504 46209 #GYRO TIME RAWRATE
2505 46164 #GYRO TIME RAWRATE
2506 46676 #GYRO TIME RAWRATE
2507 45979 #GYRO TIME RAWRATE
2508 46021 #GYRO TIME RAWRATE
2509 45291 #GYRO TIME RAWRATE
2510 46510 #GYRO TIME RAWRATE
2511 46018 #GYRO TIME RAWRATE
2512 46679 #GYRO TIME RAWRATE
2513 45146 #GYRO TIME RAWRATE
2514 45179 #GYRO TIME RAWRATE
2515 45983 #GYRO TIME RAWRATE
2516 47179 #GYRO TIME RAWRATE
2517 45780 #GYRO TIME RAWRATE
2518 46331 #GYRO TIME RAWRATE
2519 47063 #GYRO TIME RAWRATE
2520 46052 #GYRO TIME RAWRATE
2521 46173 #GYRO TIME RAWRATE
2522 45986 #GYRO TIME RAWRATE
2523 46144 #GYRO TIME RAWRATE
2524 47222 #GYRO TIME RAWRATE
2525 46113 #GYRO TIME RAWRATE
2526 46372 #GYRO TIME RAWRATE
2527 47215 #GYRO TIME RAWRATE
2528 44967 #GYRO TIME RAWRATE
2529 47636 #GYRO TIME RAWRATE
2530 46602 #GYRO TIME RAWRATE
2531 45869 #GYRO TIME RAWRATE
2532 46865 #GYRO TIME RAWRATE
2533 46569 #GYRO TIME RAWRATE
2534 45305 #GYRO TIME RAWRATE
2535 45970 #GYRO TIME RAWRATE
2536 45894 #GYRO TIME RAWRATE
2537 45709 #GYRO TIME RAWRATE
2538 45956 #GYRO TIME RAWRATE
2539 45918 #GYRO TIME RAWRATE
2540 45106 #GYRO TIME RAWRATE
2541 45996 #GYRO TIME RAWRATE
2542 46590 #GYRO TIME RAWRATE
2543 46493 #GYRO TIME RAWRATE
2544 46132 #GYRO TIME RAWRATE
2545 46295 #GYRO TIME RAWRATE
2546 46739 #GYRO TIME RAWRATE
2547 45842 #GYRO TIME RAWRATE
2548 46304 #GYRO TIME RAWRATE
2549 46840 #GYRO TIME RAWRATE
2550 46589 #GYRO TIME RAWRATE
2551 46124 #GYRO TIME RAWRATE
2552 47482 #GYRO TIME RAWRATE
2553 45887 #GYRO TIME RAWRATE
2554 46115 #GYRO TIME RAWRATE
2555 46193 #GYRO TIME RAWRATE
2556 45108 #GYRO TIME RAWRATE
2557 46188 #GYRO TIME RAWRATE
2558 46299 #GYRO TIME RAWRATE
2559 45949 #GYRO TIME RAWRATE
2560 45792 #GYRO TIME RAWRATE
2561 46202 #GYRO TIME RAWRATE
2562 46220 #GYRO TIME RAWRATE
2563 46599 #GYRO TIME RAWRATE
2564 46419 #GYRO TIME RAWRATE
2565 45919 #GYRO TIME RAWRATE
2566 45562 #GYRO TIME RAWRATE
2567 46020 #GYRO TIME RAWRATE
2568 46613 #GYRO TIME RAWRATE
2569 46465 #GYRO TIME RAWRATE
2570 47064 #GYRO TIME RAWRATE
2571 46313 #GYRO TIME RAWRATE
2572 45673 #GYRO TIME RAWRATE
2573 46329 #GYRO TIME RAWRATE
2574 46770 #GYRO TIME RAWRATE
2575 46714 #GYRO TIME RAWRATE
2576 46366 #GYRO TIME RAWRATE
2577 45049 #GYRO TIME RAWRATE
2578 46522 #GYRO TIME RAWRATE
2579 46035 #GYRO TIME RAWRATE
2580 46369 #GYRO TIME RAWRATE
2581 45724 #GYRO TIME RAWRATE
2582 46725 #GYRO TIME RAWRATE
2583 45980 #GYRO TIME RAWRATE
2584 46169 #GYRO TIME RAWRATE
2585 46580 #GYRO TIME RAWRATE
2586 46621 #GYRO TIME RAWRATE
2587 46024 #GYRO TIME RAWRATE
2588 45703 #GYRO TIME RAWRATE
2589 46200 #GYRO TIME RAWRATE
2590 45884 #GYRO TIME RAWRATE
2591 46329 #GYRO TIME RAWRATE
2592 45818 #GYRO TIME RAWRATE
2593 46445 #GYRO TIME RAWRATE
2594 45077 #GYRO TIME RAWRATE
2595 46194 #GYRO TIME RAWRATE
2596 46109 #GYRO TIME RAWRATE
2597 46049 #GYRO TIME RAWRATE
2598 45579 #GYRO TIME RAWRATE
2599 45650 #GYRO TIME RAWRATE
2600 46001 #GYRO TIME RAWRATE
2601 46276 #GYRO TIME RAWRATE
2602 45752 #GYRO TIME RAWRATE
2603 46382 #GYRO TIME RAWRATE
2604 46087 #GYRO TIME RAWRATE
2605 45219 #GYRO TIME RAWRATE
2606 46545 #GYRO TIME RAWRATE
2607 46766 #GYRO TIME RAWRATE
2608 47351 #GYRO TIME RAWRATE
2609 45106 #GYRO TIME RAWRATE
2610 45216 #GYRO TIME RAWRATE
2611 44836 #GYRO TIME RAWRATE
2612 45720 #GYRO TIME RAWRATE
2613 46205 #GYRO TIME RAWRATE
2614 46578 #GYRO TIME RAWRATE
2615 46508 #GYRO TIME RAWRATE
2616 46122 #GYRO TIME RAWRATE
2617 47294 #GYRO TIME RAWRATE
2618 45334 #GYRO TIME RAWRATE
2619 45711 #GYRO TIME RAWRATE
2620 46059 #GYRO TIME RAWRATE
2621 46739 #GYRO TIME RAWRATE
2622 45206 #GYRO TIME RAWRATE
2623 46006 #GYRO TIME RAWRATE
2624 46268 #GYRO TIME RAWRATE
2625 45593 #GYRO TIME RAWRATE
2626 45780 #GYRO TIME RAWRATE
2627 45410 #GYRO TIME RAWRATE
2628 45528 #GYRO TIME RAWRATE
2629 45465 #GYRO TIME RAWRATE
2630 46087 #GYRO TIME RAWRATE
2631 45868 #GYRO TIME RAWRATE
2632 46324 #GYRO TIME RAWRATE
2633 46132 #GYRO TIME RAWRATE
2634 46244 #GYRO TIME RAWRATE
2635 45128 #GYRO TIME RAWRATE
2636 46460 #GYRO TIME RAWRATE
2637 46097 #GYRO TIME RAWRATE
2638 46879 #GYRO TIME RAWRATE
2639 46245 #GYRO TIME RAWRATE
2640 45753 #GYRO TIME RAWRATE
2641 46086 #GYRO TIME RAWRATE
2642 46154 #GYRO TIME RAWRATE
2643 46659 #GYRO TIME RAWRATE
2644 46130 #GYRO TIME RAWRATE
2645 46290 #GYRO TIME RAWRATE
2646 46596 #GYRO TIME RAWRATE
2647 47409 #GYRO TIME RAWRATE
2648 47096 #GYRO TIME RAWRATE
2649 45908 #GYRO TIME RAWRATE
2650 46732 #GYRO TIME RAWRATE
2651 46146 #GYRO TIME RAWRATE
2652 45623 #GYRO TIME RAWRATE
2653 46407 #GYRO TIME RAWRATE
2654 46304 #GYRO TIME RAWRATE
2655 46043 #GYRO TIME RAWRATE
2656 45799 #GYRO TIME RAWRATE
2657 45700 #GYRO TIME RAWRATE
2658 45415 #GYRO TIME RAWRATE
2659 46274 #GYRO TIME RAWRATE
2660 46097 #GYRO TIME RAWRATE
2661 45008 #GYRO TIME RAWRATE
2662 45833 #GYRO TIME RAWRATE
2663 46151 #GYRO TIME RAWRATE
2664 45476 #GYRO TIME RAWRATE
2665 45846 #GYRO TIME RAWRATE
2666 45703 #GYRO TIME RAWRATE
2667 46442 #GYRO TIME RAWRATE
2668 46186 #GYRO TIME RAWRATE
2669 46094 #GYRO TIME RAWRATE
2670 46157 #GYRO TIME RAWRATE
2671 46409 #GYRO TIME RAWRATE
2672 45219 #GYRO TIME RAWRATE
2673 46048 #GYRO TIME RAWRATE
2674 46899 #GYRO TIME RAWRATE
2675 46094 #GYRO TIME RAWRATE
2676 46237 #GYRO TIME RAWRATE
2677 45843 #GYRO TIME RAWRATE
2678 46000 #GYRO TIME RAWRATE
2679 45914 #GYRO TIME RAWRATE
2680 45521 #GYRO TIME RAWRATE
2681 46352 #GYRO TIME RAWRATE
2682 44992 #GYRO TIME RAWRATE
2683 45079 #GYRO TIME RAWRATE
2684 46953 #GYRO TIME RAWRATE
2685 46328 #GYRO TIME RAWRATE
2686 45660 #GYRO TIME RAWRATE
2687 45246 #GYRO TIME RAWRATE
2688 46002 #GYRO TIME RAWRATE
2689 46134 #GYRO TIME RAWRATE
2690 46402 #GYRO TIME RAWRATE
2691 46411 #GYRO TIME RAWRATE
2692 45832 #GYRO TIME RAWRATE
2693 46553 #GYRO TIME RAWRATE
2694 45824 #GYRO TIME RAWRATE
2695 45905 #GYRO TIME RAWRATE
2696 45364 #GYRO TIME RAWRATE
2697 45865 #GYRO TIME RAWRATE
2698 45125 #GYRO TIME RAWRATE
2699 46328 #GYRO TIME RAWRATE
2700 45628 #GYRO TIME RAWRATE
2701 46659 #GYRO TIME RAWRATE
2702 46160 #GYRO TIME RAWRATE
2703 46420 #GYRO TIME RAWRATE
2704 46378 #GYRO TIME RAWRATE
2705 45982 #GYRO TIME RAWRATE
2706 46127 #GYRO TIME RAWRATE
2707 45280 #GYRO TIME RAWRATE
2708 45258 #GYRO TIME RAWRATE
2709 46212 #GYRO TIME RAWRATE
2710 46083 #GYRO TIME RAWRATE
2711 46663 #GYRO TIME RAWRATE
2712 46896 #GYRO TIME RAWRATE
